species_id,scientific_name,aphia_id_lsid,family,genus,common_name,habitat_zone,depth_min_m,depth_max_m,ecological_response,evidence_source,temp_pref_min_c,temp_pref_max_c,salinity_min_psu,salinity_max_psu,hypoxia_avoidance_threshold_umol_kg
CRENIMUGIL_SEHELI,Crenimugil seheli,urn:lsid:marinespecies.org:taxname:309766,Mugilidae,Crenimugil,Bluespot mullet,reef-associated,0.0,3.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Found in coastal waters but enters estuaries and rivers where they feed on microalgae, filamentous algae, forams, diatoms, and detritus associated with sand and mud (Ref. 9812). Form schools. Oviparous, eggs are pelagic and non-adhesive (Ref. 205). Also caught using stakenets, barrier nets, and pouch nets during spawning; also taken as bycatch (Ref. 9812). Marketed fresh and perhaps salted, boiled (Thailand), canned or frozen (Australia); roe salted (Ref. 9812). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
BLENNIELLA_CHRYSOSPILOS,Blenniella chrysospilos,urn:lsid:marinespecies.org:taxname:219248,Blenniidae,Blenniella,Red-spotted blenny,reef-associated,0.0,6.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults inhabit clear coastal reef flats, often in exposed habitats, common in outer intertidal reef flats and surge-swept seaward reef; usually where algal growth is prolific (Ref. 48636).  They enter small holes, with just its head protruding.  They feed on algae and associated detritus and small invertebrates.  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).  Minimum depth of 0 m reported from Ref. 90102. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
CHOERODON_ROBUSTUS,Choerodon robustus,urn:lsid:marinespecies.org:taxname:218950,Labridae,Choerodon,Robust tuskfish,reef-associated,40.0,80.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Usually solitary (Ref. 5213).  Found on deeper coral and rocky reefs.  Feeds mainly on hard-shelled prey including crustaceans, mollusks and sea urchins (Ref. 5374).  Maximum depth reported taken from Ref. 9773. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
NASO_HEXACANTHUS,Naso hexacanthus,urn:lsid:marinespecies.org:taxname:219667,Acanthuridae,Naso,Sleek unicornfish,reef-associated,0.0,150.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabits clear lagoon and seaward reef slopes (Ref. 9710, 48637).  Benthopelagic (Ref. 58302). Usually seen in large schools (Ref. 90102). Mainly diurnal, it feeds on zooplankton such as crab larvae, arrow worms, pelagic tunicates, and occasionally filamentous red algae.  The species is never poisonous (Ref. 4795).  Minimum depth reported taken from Ref. 128797. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
PEMPHERIS_ADUSTA,Pempheris adusta,urn:lsid:marinespecies.org:taxname:218704,Pempheridae,Pempheris,Dusky sweeper,reef-associated,0.0,20.0,"Habitat zone: reef-associated. Biology & Ecological Notes: This fish is common on coral reefs (Ref. 6645); forming aggregations in caves or crevices or under overhangs (Ref. 48636) by day, but a few may at times be seen in the open, close to the shelter of reefs.  This species is also observed forming small groups with <i>Myripristis murdjan</i> at 0.5-1 m below the surface.  At night, it is known to feed on zooplankton (Ref. 94773).  Spawning occur during April to June, and is year-round in Okinawa I. (Koeda et al., in press - in Ref. 95675).  Spawning occurred after sunset with individuals larger than 11 cm SL joining the spawning group (Ref. 95675).  Flesh is edible (Ref. 12484). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
BOTHUS_PANTHERINUS,Bothus pantherinus,urn:lsid:marinespecies.org:taxname:403283,Bothidae,Bothus,Leopard flounder,reef-associated,3.0,150.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabits sandy or silty sand, and muddy bottoms of inner reef flats and seaward reefs; juveniles frequently found in tide pools (Ref. 9824, 48637).  Benthic (Ref. 58302).  Feeds on benthic animals (Ref. 5213).  Utilized as a food fish (Ref. 4537) and processed into fish meal (Ref. 9824). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
PARAPERCIS_PUNCTATA,Parapercis punctata,urn:lsid:marinespecies.org:taxname:277009,Pinguipedidae,Parapercis,,demersal,,75.0,Marine organism residing in demersal zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase,24.0,29.5,32.0,36.5,60.0
ECSENIUS_MIDAS,Ecsenius midas,urn:lsid:marinespecies.org:taxname:219271,Blenniidae,Ecsenius,Persian blenny,reef-associated,2.0,40.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults inhabit coral reefs (Ref. 9710), from clear coastal to outer reef walls, usually where currents are moderate (Ref. 48636).  They swim 2 to 3 m above the benthos, feeding on plankton (Ref. 94105).  During the orange-yellow phase, they are observed to school with <i>Pseudanthias squamipinnis</i> which they resemble in color.  Individuals of <i>Ecsenius midas</i> can change color quickly from when on the bottom to swimming in open water to match the colors of the fishes they mix with (Ref. 48636).  They also socially mimic their swimming behavior and also of <i>Pseudanthias huchtii</i> and <i>Lepidozygus tapeinosomoa</i> (Ref. 90102).   Reported to feed on zooplankton (Ref. 37816).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).  Minimum depth reported taken from Ref. 9710. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
RHODINE,Rhodine,urn:lsid:marinespecies.org:taxname:129363,Maldanidae,Rhodine,,demersal,5.0,1269.0,Habitat zone: demersal. Biology & Ecological Notes: Genus-level ecological classification: Predominantly demersal marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
EPIBULUS_INSIDIATOR,Epibulus insidiator,urn:lsid:marinespecies.org:taxname:218972,Labridae,Epibulus,Sling-jaw wrasse,reef-associated,0.0,50.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabit coral-rich areas of lagoon and seaward reefs (Ref. 1602, 58302).  Benthopelagic (Ref. 58302).  Generally solitary (Ref. 5213).  Feed on small coral-dwelling crustaceans and fishes (Ref. 9710).  Capable of drift migration along with floating leaves (Ref. 27153).  Adults usually along deep slopes or drop-offs.  Sometimes they visit cleaning stations holding their mouth open and out for inspection (Ref. 48636). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
HOLOGYMNOSUS_DOLIATUS,Hologymnosus doliatus,urn:lsid:marinespecies.org:taxname:219001,Labridae,Hologymnosus,Pastel ringwrasse,reef-associated,1.0,35.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabit seaward reefs, in areas of mixed sand, rubble and coral (Ref. 9710) to at least 30 m depth (Ref. 9823).  Juveniles seen in groups near the bottom while adults found high above the bottom (Ref. 9710).  Juveniles and females usually in small groups.  Males solitary and territorial, patrolling large sections of reefs (Ref. 48636).  Feed mainly on fishes (about 50%, Ref. 5503) and crustaceans (shrimps) and to a lesser extent on brittlestars and polychaetes (Ref. 1602).  Minimum depth taken from Ref. 90102. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
SCARUS_SCABER,Scarus scaber,urn:lsid:marinespecies.org:taxname:219114,Scaridae,Scarus,Fivesaddle parrotfish,reef-associated,1.0,20.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabits shallow lagoon reefs, in areas with dense coral cover (Ref. 9710).  Individuals in the initial phase form groups (Ref. 9710).  Feeds on algae by incessant grazing in coral reefs (Ref. 5503).  Marked sexual dimorphism. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
DECAPTERUS_MACARELLUS,Decapterus macarellus,urn:lsid:marinespecies.org:taxname:126807,Carangidae,Decapterus,Mackerel scad,pelagic-oceanic,0.0,400.0,"Habitat zone: pelagic-oceanic. Biology & Ecological Notes: Adults prefer clear oceanic waters, frequently around islands (Ref. 5217).  Sometimes they are found near the surface, but generally caught between 40 and 200 m depth (Ref. 9283).  Pelagic (Ref. 58302).  Usually seen as fast moving schools along the reef edges near deep water (Ref. 48635, 26235).  They feed mainly on zooplankton (Ref. 9283).  Eggs are pelagic (Ref. 4233). Caught with purse seines and trawls (Ref. 9894). Marketed fresh and salted or dried (Ref. 9283). Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.",FishBase,18.0,26.0,34.0,36.2,45.0
LUTJANUS_BENGALENSIS,Lutjanus bengalensis,urn:lsid:marinespecies.org:taxname:218484,Lutjanidae,Lutjanus,Bengal snapper,reef-associated,10.0,30.0,Habitat zone: reef-associated. Biology & Ecological Notes: Adults mainly inhabit coral and rocky reefs (Ref. 30573).  They sometimes form small aggregations around rocky outcrops and coral heads during daylight hours.  Feed on fishes and crustaceans (Ref. 30573). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase,24.0,29.5,32.0,36.5,60.0
DASYBRANCHUS,Dasybranchus,urn:lsid:marinespecies.org:taxname:129213,Capitellidae,Dasybranchus,,demersal,6.0,865.3,Habitat zone: demersal. Biology & Ecological Notes: Genus-level ecological classification: Predominantly demersal marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
EVOXYMETOPON_POEYI,Evoxymetopon poeyi,urn:lsid:marinespecies.org:taxname:219704,Trichiuridae,Evoxymetopon,Poey's scabbardfish,benthopelagic,,,"Habitat zone: benthopelagic. Biology & Ecological Notes: Abundant in sea mountain areas, sometimes near the shore.  Feeds on rather large fishes (species of <i>Priacanthus</i>, <i>Decapterus</i>, <i>Emmelichthys</i>, etc.) in Kyushu Palau-Ridge.  Sometimes marketed fresh in Okinawa, Japan when caught. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
LUTJANUS_FULVUS,Lutjanus fulvus,urn:lsid:marinespecies.org:taxname:218475,Lutjanidae,Lutjanus,Blacktail snapper,reef-associated,1.0,80.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults inhabit lagoon and semi-protected seaward reefs (Ref. 9710).  They prefer sheltered areas with deep holes or  large boulders (Ref. 37816).  Benthopelagic (Ref. 58302).  Solitary or in loose aggregations (Ref. 90102).  Juveniles sometimes found in shallow mangrove swamps and the lower parts of freshwater streams.  Adults feed at night on fishes, shrimps, crabs, holothurians and cephalopods (Ref. 30573). Commonly seen in markets, usually fresh. Caught with handlines, traps, and gill nets. This fish sometimes causes ciguatera poisoning, particularly in the Pacific portion of its range (Ref. 9821).  Maximum depth reported taken from Ref. 9773. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
SYLLIS_VITTATA,Syllis vittata,urn:lsid:marinespecies.org:taxname:131459,Syllidae,Syllis,,benthic,,,Marine organism residing in benthic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
PARALUTERES_PRIONURUS,Paraluteres prionurus,urn:lsid:marinespecies.org:taxname:220065,Monacanthidae,Paraluteres,False puffer,reef-associated,1.0,25.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabit clear lagoon and seaward reefs to at least 25 meters (Ref. 5503).  Solitary or in small groups (Ref. 9710).  Adults usually in pairs, but sometimes seen in small aggregations (Ref. 48637).  Mimic the poisonous puffer, <i>Canthigaster valentini</i> which it greatly resembles.  Feed on eggs, gastropods and grazes the substrate (Ref. 5503, 48637). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
PARUPENEUS_MACRONEMUS,Parupeneus macronemus,urn:lsid:marinespecies.org:taxname:218659,Mullidae,Parupeneus,Long-barbel goatfish,reef-associated,3.0,40.0,Habitat zone: reef-associated. Biology & Ecological Notes: Inhabits lagoon and seaward reefs to over 25 m (Ref. 9710).  Found on sandy or weedy bottoms (Ref. 30573); rarely at depths of more than 40 meters (Ref. 54393).  Usually seen solitary but often several individuals nearby (Ref. 48636).  Feeds mainly on crustaceans and worms (Ref. 54393). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase,24.0,29.5,32.0,36.5,60.0
AROTHRON_IMMACULATUS,Arothron immaculatus,urn:lsid:marinespecies.org:taxname:219931,Tetraodontidae,Arothron,Immaculate puffer,reef-associated,3.0,30.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Inhabits weedy areas, often in estuaries; seagrass beds (Ref. 41878) and mangrove areas in 1-1.5 m. Solitary (Ref. 90102). Specimens caught by trawling over silty bottoms in 17 m. (Ref. 9137). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
TYLONEREIS,Tylonereis,urn:lsid:marinespecies.org:taxname:324874,Nereididae,Tylonereis,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
APHAREUS_RUTILANS,Aphareus rutilans,urn:lsid:marinespecies.org:taxname:218468,Lutjanidae,Aphareus,Rusty jobfish,reef-associated,100.0,330.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults inhabit reefs and rocky bottom areas to depths of at least 100 m (Ref. 4887).  Found in pelagic and benthopelagic waters (Ref. 58302).  They feed on fishes, squids and crustaceans (Ref. 4887).  Marketed fresh (Ref. 37816). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
DECAPTERUS_KURROIDES,Decapterus kurroides,urn:lsid:marinespecies.org:taxname:218428,Carangidae,Decapterus,Redtail scad,reef-associated,100.0,300.0,Habitat zone: reef-associated. Biology & Ecological Notes: Adults are found in deep waters.  They feed on small planktonic invertebrates (Ref. 5213).  Occasionally seen in small groups along reef slopes at moderate depths.  Mainly known from trawls and shows red tail after capture (Ref. 48635). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase,24.0,29.5,32.0,36.5,60.0
POMACENTRUS_TRICHROURUS,Pomacentrus trichrourus,urn:lsid:marinespecies.org:taxname:310389,Pomacentridae,Pomacentrus,Paletail damsel,reef-associated,1.0,43.0,"Habitat zone: reef-associated. Biology & Ecological Notes: Adults inhabit inshore and offshore coral reefs (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",FishBase,24.0,29.5,32.0,36.5,60.0
